"Местное время в Красноярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.12.2023 22:00";"-29.0";"765.1";"785.2";"";"76";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-31.9";"";"";"";"";"";"";
"09.12.2023 19:00";"-26.6";"764.5";"784.5";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-26.3";"";"";"";"";"";"";"-29.2";"";"";"";"";"";"";
"09.12.2023 16:00";"-26.6";"763.6";"783.5";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-29.3";"";"";"";"";"";"";
"09.12.2023 13:00";"-27.4";"762.7";"782.5";"";"76";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-30.4";"";"";"";"";"";"";
"09.12.2023 10:00";"-29.7";"761.8";"781.9";"";"75";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-30.4";"";"";"";"";"";"";"";"-32.7";"";"";"";"";"";"";
"09.12.2023 07:00";"-29.7";"760.4";"780.4";"";"75";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-29.7";"";"";"";"";"";"";"";"-32.7";"";"";"";"";"";"";
"09.12.2023 04:00";"-28.4";"759.4";"779.2";"";"77";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-31.2";"";"";"";"";"";"";
"09.12.2023 01:00";"-26.8";"758.5";"778.3";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-29.5";"";"";"";"";"";"";
"08.12.2023 22:00";"-24.2";"757.9";"777.4";"";"81";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-26.5";"";"";"";"";"";"";
"08.12.2023 19:00";"-24.1";"757.5";"777.0";"";"81";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"-22.4";"";"";"";"";"";"";"-26.4";"";"";"";"";"";"";
"08.12.2023 16:00";"-24.0";"757.2";"776.8";"";"81";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-26.3";"";"";"";"";"";"";
"08.12.2023 13:00";"-22.7";"757.0";"776.3";"";"80";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-25.2";"";"";"";"";"";"";
"08.12.2023 10:00";"-26.2";"756.6";"776.3";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-28.8";"";"";"";"";"";"";
"08.12.2023 07:00";"-26.4";"755.4";"775.1";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-27.1";"";"";"";"";"";"";"";"-29.1";"";"";"";"";"";"";
"08.12.2023 04:00";"-26.8";"754.9";"774.5";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-29.4";"";"";"";"";"";"";
"08.12.2023 01:00";"-25.4";"753.5";"773.1";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-27.9";"";"";"";"";"";"";
"07.12.2023 22:00";"-24.4";"752.5";"771.9";"";"81";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-26.8";"";"";"";"";"";"";
"07.12.2023 19:00";"-23.2";"751.1";"770.5";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-22.9";"";"";"";"";"";"";"-25.5";"";"";"";"";"";"";
"07.12.2023 16:00";"-23.1";"749.0";"768.2";"";"82";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-25.4";"";"";"";"";"";"";
"07.12.2023 13:00";"-23.0";"746.1";"765.3";"";"81";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-25.4";"";"";"";"";"";"";
"07.12.2023 10:00";"-24.2";"743.4";"762.6";"";"81";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"-24.4";"";"";"";"";"";"";"";"-26.6";"";"";"";"";"";"";
"07.12.2023 07:00";"-23.1";"739.3";"758.4";"";"82";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"-23.1";"";"";"";"";"";"";"";"-25.4";"";"";"";"";"";"";
"07.12.2023 04:00";"-20.6";"734.6";"753.3";"";"85";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-22.5";"";"";"";"";"";"";
"07.12.2023 01:00";"-20.2";"730.9";"749.4";"";"86";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-22.0";"";"";"";"";"";"";
"06.12.2023 22:00";"-19.9";"731.1";"749.6";"";"85";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-21.8";"";"";"";"";"";"";
"06.12.2023 19:00";"-20.4";"734.3";"752.9";"";"83";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"-16.2";"";"";"";"";"";"";"-22.5";"";"";"";"";"";"";
"06.12.2023 16:00";"-18.5";"736.6";"755.2";"";"83";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.7";"";"";"";"";"";"";
"06.12.2023 13:00";"-17.4";"738.3";"756.8";"";"79";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.2";"";"";"";"";"";"";
"06.12.2023 10:00";"-16.9";"739.6";"758.1";"";"84";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-19.0";"";"";"";"";"";"";
"06.12.2023 07:00";"-16.4";"740.2";"758.7";"";"87";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"-17.5";"";"";"";"";"";"";"";"-18.1";"";"";"";"";"";"";
"06.12.2023 04:00";"-16.2";"741.0";"759.5";"";"81";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"06.12.2023 01:00";"-16.6";"742.9";"761.5";"";"84";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"05.12.2023 22:00";"-17.2";"745.4";"764.1";"";"85";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-19.2";"";"";"";"";"";"";
"05.12.2023 19:00";"-17.5";"748.0";"766.8";"";"76";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"-15.3";"";"";"";"";"";"";"-20.8";"";"";"";"";"";"";
"05.12.2023 16:00";"-17.3";"750.4";"769.3";"";"76";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.6";"";"";"";"";"";"";
"05.12.2023 13:00";"-15.4";"751.9";"770.7";"";"65";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.6";"";"";"";"";"";"";
"05.12.2023 10:00";"-16.6";"752.8";"771.7";"";"68";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-21.2";"";"";"";"";"";"";
"05.12.2023 07:00";"-17.1";"752.5";"771.4";"";"68";"Ветер, дующий с западо-юго-запада";"3";"";"";"";" ";"";"";"-17.2";"";"";"";"";"";"";"";"-21.6";"";"";"";"";"";"";
"05.12.2023 04:00";"-16.7";"751.6";"770.5";"";"68";"Ветер, дующий с западо-юго-запада";"3";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-21.3";"";"";"";"";"";"";
"05.12.2023 01:00";"-15.4";"748.7";"767.3";"";"68";"Ветер, дующий с запада";"5";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.1";"";"";"";"";"";"";
"04.12.2023 22:00";"-13.2";"744.6";"763.0";"";"61";"Ветер, дующий с запада";"5";"12";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-19.2";"";"";"";"";"";"";
"04.12.2023 19:00";"-9.2";"739.7";"757.6";"";"70";"Ветер, дующий с западо-юго-запада";"4";"";"14";"";" ";"";"";"";"0.8";"";"";"";"";"";"";"-13.8";"";"";"";"";"";"";
"04.12.2023 16:00";"-4.7";"733.6";"751.0";"";"74";"Ветер, дующий с запада";"5";"11";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.7";"";"";"";"";"";"";
"04.12.2023 13:00";"-0.6";"728.1";"745.2";"";"74";"Ветер, дующий с западо-юго-запада";"5";"11";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"04.12.2023 10:00";"-0.5";"725.9";"743.0";"";"73";"Ветер, дующий с юго-запада";"3";"";"12";"";" ";"";"";"-0.5";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"04.12.2023 07:00";"0.8";"724.2";"741.1";"";"72";"Ветер, дующий с западо-юго-запада";"4";"";"13";"";" ";"";"";"0.4";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"04.12.2023 04:00";"2.9";"723.7";"740.5";"";"83";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"04.12.2023 01:00";"3.1";"725.5";"742.3";"";"80";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"03.12.2023 22:00";"2.3";"727.3";"744.2";"";"81";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"03.12.2023 19:00";"1.3";"731.8";"748.9";"";"78";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"1.4";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"03.12.2023 16:00";"0.9";"736.2";"753.4";"";"75";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"";"";"";"";"";"";
"03.12.2023 13:00";"-0.5";"739.4";"756.8";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"03.12.2023 10:00";"-3.6";"742.0";"759.7";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"03.12.2023 07:00";"-4.7";"743.4";"761.2";"";"84";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"-4.8";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"03.12.2023 04:00";"-4.7";"744.1";"761.9";"";"81";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.5";"";"";"";"";"";"";
"03.12.2023 01:00";"-4.7";"744.6";"762.4";"";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"02.12.2023 22:00";"-3.8";"744.4";"762.1";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"02.12.2023 19:00";"-2.6";"744.5";"762.1";"";"75";"Ветер, дующий с западо-юго-запада";"2";"";"11";"";" ";"";"";"";"1.1";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"02.12.2023 16:00";"-0.2";"743.9";"761.4";"";"80";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"02.12.2023 13:00";"1.0";"745.1";"762.5";"";"89";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"02.12.2023 10:00";"-0.6";"746.2";"763.8";"";"91";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"02.12.2023 07:00";"-1.0";"746.8";"764.4";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-1.1";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"02.12.2023 04:00";"-0.2";"748.0";"765.5";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"02.12.2023 01:00";"0.3";"749.1";"766.6";"";"86";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"01.12.2023 22:00";"0.4";"750.0";"767.5";"";"90";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"01.12.2023 19:00";"0.5";"750.5";"768.1";"";"88";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"0.5";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"01.12.2023 16:00";"0.2";"750.5";"768.1";"";"85";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"01.12.2023 13:00";"-0.9";"750.7";"768.3";"";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"01.12.2023 10:00";"-4.4";"751.1";"769.0";"";"98";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"01.12.2023 07:00";"-10.0";"751.5";"769.8";"";"94";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"-13.7";"";"";"";"";"";"";"";"-10.8";"";"";"";"";"";"";
"01.12.2023 04:00";"-13.3";"751.6";"770.1";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.2";"";"";"";"";"";"";
"01.12.2023 01:00";"-12.3";"752.3";"770.8";"";"93";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.2";"";"";"";"";"";"";
"30.11.2023 22:00";"-13.2";"753.1";"771.7";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.1";"";"";"";"";"";"";
"30.11.2023 19:00";"-13.6";"753.8";"772.5";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-10.2";"";"";"";"";"";"";"-14.5";"";"";"";"";"";"";
"30.11.2023 16:00";"-11.9";"754.1";"772.6";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.9";"";"";"";"";"";"";
"30.11.2023 13:00";"-12.0";"754.8";"773.4";"";"88";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.6";"";"";"";"";"";"";
"30.11.2023 10:00";"-16.8";"756.0";"774.9";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"30.11.2023 07:00";"-18.6";"756.7";"775.9";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-18.6";"";"";"";"";"";"";"";"-20.5";"";"";"";"";"";"";
"30.11.2023 04:00";"-18.2";"757.3";"776.4";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.0";"";"";"";"";"";"";
"30.11.2023 01:00";"-16.7";"758.8";"777.7";"";"88";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.2";"";"";"";"";"";"";
"29.11.2023 22:00";"-16.7";"760.2";"779.2";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"29.11.2023 19:00";"-16.9";"762.0";"781.0";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-14.0";"";"";"";"";"";"";"-19.0";"";"";"";"";"";"";
"29.11.2023 16:00";"-16.3";"762.6";"781.6";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-19.3";"";"";"";"";"";"";
"29.11.2023 13:00";"-15.2";"763.8";"782.8";"";"79";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.1";"";"";"";"";"";"";
"29.11.2023 10:00";"-19.6";"764.6";"784.0";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-20.3";"";"";"";"";"";"";"";"-21.4";"";"";"";"";"";"";
"29.11.2023 07:00";"-20.2";"765.2";"784.6";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-20.2";"";"";"";"";"";"";"";"-22.5";"";"";"";"";"";"";
"29.11.2023 04:00";"-18.8";"765.3";"784.6";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.8";"";"";"";"";"";"";
"29.11.2023 01:00";"-18.9";"765.8";"785.2";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-20.7";"";"";"";"";"";"";
"28.11.2023 22:00";"-17.3";"766.0";"785.2";"";"87";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-18.9";"";"";"";"";"";"";
"28.11.2023 19:00";"-15.7";"765.6";"784.6";"";"87";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"-10.6";"";"";"";"";"";"";"-17.4";"";"";"";"";"";"";
"28.11.2023 16:00";"-13.0";"765.4";"784.3";"";"86";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.9";"";"";"";"";"";"";
"28.11.2023 13:00";"-10.7";"765.4";"784.1";"";"77";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.0";"";"";"";"";"";"";
"28.11.2023 10:00";"-12.9";"765.3";"784.2";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.4";"";"";"";"";"";"";
"28.11.2023 07:00";"-13.4";"764.9";"783.8";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-13.9";"";"";"";"";"";"";"";"-14.6";"";"";"";"";"";"";
"28.11.2023 04:00";"-13.3";"764.5";"783.4";"";"92";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.4";"";"";"";"";"";"";
"28.11.2023 01:00";"-13.7";"764.2";"783.1";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.8";"";"";"";"";"";"";
"27.11.2023 22:00";"-13.1";"763.7";"782.5";"";"92";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.1";"";"";"";"";"";"";
"27.11.2023 19:00";"-12.1";"762.7";"781.5";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-8.4";"";"";"";"";"";"";"-13.6";"";"";"";"";"";"";
"27.11.2023 16:00";"-10.1";"761.1";"779.7";"";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.4";"";"";"";"";"";"";
"27.11.2023 13:00";"-9.4";"759.1";"777.5";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"27.11.2023 10:00";"-10.8";"757.1";"775.6";"";"88";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.4";"";"";"";"";"";"";
"27.11.2023 07:00";"-11.1";"755.6";"774.1";"";"91";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"-12.1";"";"";"";"";"";"";"";"-12.3";"";"";"";"";"";"";
"27.11.2023 04:00";"-11.8";"755.5";"774.1";"";"89";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"27.11.2023 01:00";"-12.0";"757.0";"775.6";"";"91";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.2";"";"";"";"";"";"";
"26.11.2023 22:00";"-9.6";"758.4";"776.8";"";"92";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.7";"";"";"";"";"";"";
"26.11.2023 19:00";"-10.3";"758.9";"777.4";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-5.1";"";"";"";"";"";"";"-10.8";"";"";"";"";"";"";
"26.11.2023 16:00";"-6.9";"758.4";"776.7";"";"88";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"26.11.2023 13:00";"-6.6";"757.0";"775.3";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"26.11.2023 10:00";"-7.6";"755.2";"773.5";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"26.11.2023 07:00";"-8.1";"753.5";"771.7";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-8.1";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"26.11.2023 04:00";"-7.8";"751.0";"769.2";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.9";"";"";"";"";"";"";
"26.11.2023 01:00";"-7.9";"748.6";"766.7";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.9";"";"";"";"";"";"";
"25.11.2023 22:00";"-7.9";"746.5";"764.5";"";"93";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"25.11.2023 19:00";"-8.0";"745.6";"763.6";"";"92";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"-7.7";"";"";"";"";"";"";"-9.1";"";"";"";"";"";"";
"25.11.2023 16:00";"-7.9";"744.9";"762.9";"";"88";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"25.11.2023 13:00";"-8.4";"745.1";"763.2";"";"88";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.1";"";"";"";"";"";"";
"25.11.2023 10:00";"-9.8";"745.6";"763.7";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.1";"";"";"";"";"";"";
"25.11.2023 07:00";"-10.6";"745.9";"764.1";"";"90";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"-12.5";"";"";"";"";"";"";"";"-11.9";"";"";"";"";"";"";
"25.11.2023 04:00";"-11.0";"746.4";"764.7";"";"91";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.2";"";"";"";"";"";"";
"25.11.2023 01:00";"-11.1";"747.4";"765.7";"";"87";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
